id_cp_interaction,partner_a,protein_name_a,receptor_symbol_a,partner_b,protein_name_b,TF_symbol_a,Effect,Source,Curator,Xrefs_or_figures,Brivanlou_class,Condition
CPI_SC07222A428,,,,,,,,,,,,
CPI_SC0725E3A76,,,,,,,,,,,,
CPI_SC07312BD5C,,,,,,,,,,,,
CPI_SC07375C073,,,,,,,,,,,,
CPI_SC0755598EE,,,,,,,,,,,,
CPI_SC077B6280E,,,,,,,,,,,,
CPI_SC077EB8064,,,,,,,,,,,,
CPI_SC07A2679B1,,,,,,,,,,,,
CPI_SC07B4ED8C9,,,,,,,,,,,,
CPI_SC07BE7830D,,,,,,,,,,,,
CPI_SC07E0348EF,,,,,,,,,,,,
CPI_SC07E958BDE,,,,,,,,,,,,
CPI_SC07ECBFCA7,,,,,,,,,,,,
CPI_SC07FB88720,,,,,,,,,,,,
CPI_SC08067D831,,,,,,,,,,,,
CPI_SC0814068D9,,,,,,,,,,,,
CPI_SC08226CD3B,,,,,,,,,,,,
CPI_SC083EDDA21,,,,,,,,,,,,
CPI_SC0847A64D2,,,,,,,,,,,,
CPI_SC0859FAC25,,,,,,,,,,,,
CPI_SC0861656EC,,,,,,,,,,,,
CPI_SC087556B01,,,,,,,,,,,,
CPI_SC08923F7F7,,,,,,,,,,,,
CPI_SC08938BB1C,,,,,,,,,,,,
CPI_SC08968AFE6,,,,,,,,,,,,
CPI_SC089D4762F,,,,,,,,,,,,
CPI_SC08A98E7D4,,,,,,,,,,,,
CPI_SC08AA91C84,,,,,,,,,,,,
CPI_SC08AF9CA91,,,,,,,,,,,,
CPI_SC08B1D5269,,,,,,,,,,,,
CPI_SC08B2AD7C6,,,,,,,,,,,,
CPI_SC08B6B74FB,,,,,,,,,,,,
CPI_SC08BF895FC,,,,,,,,,,,,
CPI_SC08CC68F11,,,,,,,,,,,,
CPI_SC08D8A859F,,,,,,,,,,,,
CPI_SC08E75294D,,,,,,,,,,,,
CPI_SC08E97F7CA,,,,,,,,,,,,
CPI_SC08F797F90,,,,,,,,,,,,
CPI_SC090068F7B,,,,,,,,,,,,
CPI_SC090311934,,,,,,,,,,,,
CPI_SC090855C8E,,,,,,,,,,,,
CPI_SC090DB3159,,,,,,,,,,,,
CPI_SC091173D82,,,,,,,,,,,,
CPI_SC091D10DFA,,,,,,,,,,,,
CPI_SC092659F65,,,,,,,,,,,,
CPI_SC092C3E4DF,,,,,,,,,,,,
CPI_SC09458C6C0,,,,,,,,,,,,
CPI_SC095A2C115,,,,,,,,,,,,
CPI_SC096929DB0,,,,,,,,,,,,
CPI_SC0974B60B7,,,,,,,,,,,,
CPI_SC0984894BC,,,,,,,,,,,,
CPI_SC0988E0218,,,,,,,,,,,,
CPI_SC098B43B5A,,,,,,,,,,,,
CPI_SC098C06330,,,,,,,,,,,,
CPI_SC09938698A,,,,,,,,,,,,
CPI_SC09AF1889C,,,,,,,,,,,,
CPI_SC09C06C70F,,,,,,,,,,,,
CPI_SC09C0B5D08,,,,,,,,,,,,
CPI_SC09DE07794,,,,,,,,,,,,
CPI_SC09DFB2ACA,,,,,,,,,,,,
CPI_SC09E5431A2,,,,,,,,,,,,
CPI_SC09FDA4F45,,,,,,,,,,,,
CPI_SC0A0532ADC,,,,,,,,,,,,
CPI_SC0A05D3880,,,,,,,,,,,,
CPI_SC0A199B69E,,,,,,,,,,,,
CPI_SC0A2FE9693,,,,,,,,,,,,
CPI_SC0A3F146C2,,,,,,,,,,,,
CPI_SC0A54B5323,,,,,,,,,,,,
CPI_SC0A58E6695,,,,,,,,,,,,
CPI_SC0A68C5F13,,,,,,,,,,,,
CPI_SC0A8902C85,,,,,,,,,,,,
CPI_SC0A8A78670,,,,,,,,,,,,
CPI_SC0A8E69BC5,,,,,,,,,,,,
CPI_SC0A9458008,,,,,,,,,,,,
CPI_SC0A9EB628A,,,,,,,,,,,,
CPI_SC0AD6D8724,,,,,,,,,,,,
CPI_SC0ADD7BEF0,,,,,,,,,,,,
CPI_SC0AF90F422,,,,,,,,,,,,
CPI_SC0B066E03C,,,,,,,,,,,,
CPI_SC0B0AFEFF1,,,,,,,,,,,,
CPI_SC0B292AEE6,,,,,,,,,,,,
CPI_SC0B4211EFF,,,,,,,,,,,,
CPI_SC0B4BD965C,,,,,,,,,,,,
CPI_SC0B4D7E0FF,,,,,,,,,,,,
CPI_SC0B6162857,,,,,,,,,,,,
CPI_SC0B6D68FD5,,,,,,,,,,,,
CPI_SC0B6F1A278,,,,,,,,,,,,
CPI_SC0B808E56A,,,,,,,,,,,,
CPI_SC0B9199C7F,,,,,,,,,,,,
CPI_SC0BA1D5E00,,,,,,,,,,,,
CPI_SC0BA41B0D3,,,,,,,,,,,,
CPI_SC0BAB29E69,,,,,,,,,,,,
CPI_SC0BC542ACC,,,,,,,,,,,,
CPI_SC0BC63F8C0,,,,,,,,,,,,
CPI_SC0BCD683D4,,,,,,,,,,,,
CPI_SC0BD4C290F,,,,,,,,,,,,
CPI_SC0BD56F4CB,,,,,,,,,,,,
CPI_SC0BF16A11C,,,,,,,,,,,,
CPI_SC0C1B5BAA1,,,,,,,,,,,,
CPI_SC0C3E2D267,,,,,,,,,,,,
CPI_SC0C6B54D7A,,,,,,,,,,,,
CPI_SC0C8B4C056,,,,,,,,,,,,
CPI_SC0C907A888,,,,,,,,,,,,
CPI_SC0C9CBDD21,,,,,,,,,,,,
CPI_SC0CA323AE3,,,,,,,,,,,,
CPI_SC0CA7B34A5,,,,,,,,,,,,
CPI_SC0CBC30AB7,,,,,,,,,,,,
CPI_SC0CCF30377,,,,,,,,,,,,
CPI_SC0CE433AB8,,,,,,,,,,,,
CPI_SC0CE6F5084,,,,,,,,,,,,
CPI_SC0CE851065,,,,,,,,,,,,
CPI_SC0CF621D48,,,,,,,,,,,,
CPI_SC0CFF5E19D,,,,,,,,,,,,
CPI_SC0D089F0A9,,,,,,,,,,,,
CPI_SC0D19BAF15,,,,,,,,,,,,
CPI_SC0D2BDC009,,,,,,,,,,,,
CPI_SC0D5CFA431,,,,,,,,,,,,
CPI_SC0D6C777F2,,,,,,,,,,,,
CPI_SC0D7F33CFB,,,,,,,,,,,,
CPI_SC0D870AE49,,,,,,,,,,,,
CPI_SC0D9B795CC,,,,,,,,,,,,
CPI_SC0DA298BEC,,,,,,,,,,,,
CPI_SC0DA5EFA18,,,,,,,,,,,,
CPI_SC0DAD29856,,,,,,,,,,,,
CPI_SC0DF641DAA,,,,,,,,,,,,
CPI_SC0DF986F22,,,,,,,,,,,,
CPI_SC0E0C50FCA,,,,,,,,,,,,
CPI_SC0E1037D03,,,,,,,,,,,,
CPI_SC0E16B866E,,,,,,,,,,,,
CPI_SC0E2D0DC4B,,,,,,,,,,,,
CPI_SC0E3784FFB,,,,,,,,,,,,
CPI_SC0E4E54E13,,,,,,,,,,,,
CPI_SC0E5218AA4,,,,,,,,,,,,
CPI_SC0E60FEE99,,,,,,,,,,,,
CPI_SC0E8575642,,,,,,,,,,,,
CPI_SC0E9C058EB,,,,,,,,,,,,
CPI_SC0EA3FC100,,,,,,,,,,,,
CPI_SC0EACF2D60,,,,,,,,,,,,
CPI_SC0EAF80261,,,,,,,,,,,,
CPI_SC0EB600CAC,,,,,,,,,,,,
CPI_SC0EB8DC52F,,,,,,,,,,,,
CPI_SC0EB9D030F,,,,,,,,,,,,
CPI_SC0EC380922,,,,,,,,,,,,
CPI_SC0EC4B9BBD,,,,,,,,,,,,
CPI_SC0EC572716,,,,,,,,,,,,
CPI_SC0ECFACED2,,,,,,,,,,,,
CPI_SC0ED0520DD,,,,,,,,,,,,
CPI_SC0EEF3A379,,,,,,,,,,,,
CPI_SC0EFCE145F,,,,,,,,,,,,
CPI_SC0F300DE24,,,,,,,,,,,,
CPI_SC0F486460D,,,,,,,,,,,,
CPI_SC0F4AC5AA2,,,,,,,,,,,,
CPI_SC0F4BC2909,,,,,,,,,,,,
CPI_SC0F516B854,,,,,,,,,,,,
CPI_SC0F590482E,,,,,,,,,,,,
CPI_SC0F73E9099,,,,,,,,,,,,
CPI_SC0F74C069F,,,,,,,,,,,,
CPI_SC0F778DC8E,,,,,,,,,,,,
CPI_SC0F7E26271,,,,,,,,,,,,
CPI_SC0F8101D41,,,,,,,,,,,,
CPI_SC0F8D27FBC,,,,,,,,,,,,
CPI_SC0F94B2CF9,,,,,,,,,,,,
CPI_SC0F9DD28F3,,,,,,,,,,,,
CPI_SC0FA79E269,,,,,,,,,,,,
CPI_SC0FBFA176B,,,,,,,,,,,,
CPI_SC0FC645961,,,,,,,,,,,,
CPI_SC0FDB4B6D9,,,,,,,,,,,,
CPI_SC0FF018913,,,,,,,,,,,,
CPI_SS00046DCF3,,,,,,,,,,,,
CPI_SS000568A0E,,,,,,,,,,,,
CPI_SS0008137B6,,,,,,,,,,,,
CPI_SS00086659A,,,,,,,,,,,,
CPI_SS00150FB64,,,,,,,,,,,,
CPI_SS001BF66E8,,,,,,,,,,,,
CPI_SS003C9A532,,,,,,,,,,,,
CPI_SS004A073E1,,,,,,,,,,,,
CPI_SS004C23DCE,,,,,,,,,,,,
CPI_SS00550260E,,,,,,,,,,,,
CPI_SS00561BBD7,,,,,,,,,,,,
CPI_SS00661A3A4,,,,,,,,,,,,
CPI_SS006C89002,,,,,,,,,,,,
CPI_SS007AA9FDE,,,,,,,,,,,,
CPI_SS008EB600F,,,,,,,,,,,,
CPI_SS008FB916C,,,,,,,,,,,,
CPI_SS00AEC3818,,,,,,,,,,,,
CPI_SS00B1BEE64,,,,,,,,,,,,
CPI_SS00BBA318F,,,,,,,,,,,,
CPI_SS00D153A8A,,,,,,,,,,,,
CPI_SS00F979E99,,,,,,,,,,,,
CPI_SS0110361CB,,,,,,,,,,,,
CPI_SS0111AAD26,,,,,,,,,,,,
CPI_SS012AFC842,,,,,,,,,,,,
CPI_SS012B7C21D,,,,,,,,,,,,
CPI_SS012CCE326,,,,,,,,,,,,
CPI_SS01560CA22,,,,,,,,,,,,
CPI_SS015E1E2C6,,,,,,,,,,,,
CPI_SS016EE0084,,,,,,,,,,,,
CPI_SS0178F5C45,,,,,,,,,,,,
CPI_SS0179FBFD3,,,,,,,,,,,,
CPI_SS019C98396,,,,,,,,,,,,
CPI_SS01A07768A,,,,,,,,,,,,
CPI_SS01A6823FA,,,,,,,,,,,,
CPI_SS01A8F745A,,,,,,,,,,,,
CPI_SS01DCC7684,,,,,,,,,,,,
CPI_SS01E0F2D2C,,,,,,,,,,,,
CPI_SS01ECFDA18,,,,,,,,,,,,
CPI_SS01F67987A,,,,,,,,,,,,
CPI_SS02246DA17,,,,,,,,,,,,
CPI_SS0241A1F57,,,,,,,,,,,,
CPI_SS025C8F785,,,,,,,,,,,,
CPI_SS0273C9AED,,,,,,,,,,,,
CPI_SS02770D68F,,,,,,,,,,,,
CPI_SS027AFFC0E,,,,,,,,,,,,
CPI_SS027CDEA08,,,,,,,,,,,,
CPI_SS027E12A36,,,,,,,,,,,,
CPI_SS028688B7B,,,,,,,,,,,,
CPI_SS0288E42FB,,,,,,,,,,,,
CPI_SS029C6E8FA,,,,,,,,,,,,
CPI_SS02A170A99,,,,,,,,,,,,
CPI_SS02AFCED82,,,,,,,,,,,,
CPI_SS02B285B4D,,,,,,,,,,,,
CPI_SS02B567BC7,,,,,,,,,,,,
CPI_SS02B7540B0,,,,,,,,,,,,
CPI_SS02D18D12B,,,,,,,,,,,,
CPI_SS02D7A1DDE,,,,,,,,,,,,
CPI_SS02EF3E1BA,,,,,,,,,,,,
CPI_SS02FBD007E,,,,,,,,,,,,
CPI_SS03098AC28,,,,,,,,,,,,
CPI_SS030BB46BB,,,,,,,,,,,,
CPI_SS0315F51DD,,,,,,,,,,,,
CPI_SS03165AD8C,,,,,,,,,,,,
CPI_SS03188FD02,,,,,,,,,,,,
CPI_SS0320FFAFC,,,,,,,,,,,,
CPI_SS0322747C2,,,,,,,,,,,,
CPI_SS032E9A219,,,,,,,,,,,,
CPI_SS03339363E,,,,,,,,,,,,
CPI_SS0339AE950,,,,,,,,,,,,
CPI_SS033A27302,,,,,,,,,,,,
CPI_SS033E6DE7E,,,,,,,,,,,,
CPI_SS0348B76E5,,,,,,,,,,,,
CPI_SS035E5A708,,,,,,,,,,,,
CPI_SS036437279,,,,,,,,,,,,
CPI_SS037E6BEDF,,,,,,,,,,,,
CPI_SS03859E16F,,,,,,,,,,,,
CPI_SS039799099,,,,,,,,,,,,
CPI_SS039863E62,,,,,,,,,,,,
CPI_SS03A0C857B,,,,,,,,,,,,
CPI_SS03A2EFDD5,,,,,,,,,,,,
CPI_SS03C51D352,,,,,,,,,,,,
CPI_SS03CC15FF3,,,,,,,,,,,,
CPI_SS03E273233,,,,,,,,,,,,
CPI_SS03E450F99,,,,,,,,,,,,
CPI_SS03E7587E4,,,,,,,,,,,,
CPI_SS03EACE0E0,,,,,,,,,,,,
CPI_SS03EF699C7,,,,,,,,,,,,
CPI_SS03F821467,,,,,,,,,,,,
CPI_SS0412C803A,,,,,,,,,,,,
CPI_SS041888D39,,,,,,,,,,,,
CPI_SS0423580E5,,,,,,,,,,,,
CPI_SS04293B7DA,,,,,,,,,,,,
CPI_SS042A6F835,,,,,,,,,,,,
CPI_SS04318D03E,,,,,,,,,,,,
CPI_SS0431D2256,,,,,,,,,,,,
CPI_SS04456F441,,,,,,,,,,,,
CPI_SS044C72D0D,,,,,,,,,,,,
CPI_SS045A5FC60,,,,,,,,,,,,
CPI_SS046F6F0C1,,,,,,,,,,,,
CPI_SS0470AF83E,,,,,,,,,,,,
CPI_SS047232C64,,,,,,,,,,,,
CPI_SS0481D83A4,,,,,,,,,,,,
CPI_SS048242083,,,,,,,,,,,,
CPI_SS04A5D6B6F,,,,,,,,,,,,
CPI_SS04B4619D0,,,,,,,,,,,,
CPI_SS04BE14432,,,,,,,,,,,,
CPI_SS04C672963,,,,,,,,,,,,
CPI_SS04C8BC444,,,,,,,,,,,,
CPI_SS04E690D72,,,,,,,,,,,,
CPI_SS04EE957D8,,,,,,,,,,,,
CPI_SS04F90EE0D,,,,,,,,,,,,
CPI_SS05162C56B,,,,,,,,,,,,
CPI_SS052127A00,,,,,,,,,,,,
CPI_SS052B38F1C,,,,,,,,,,,,
CPI_SS052BBD9F9,,,,,,,,,,,,
CPI_SS052D34F0B,,,,,,,,,,,,
CPI_SS053613259,,,,,,,,,,,,
CPI_SS055B305F1,,,,,,,,,,,,
CPI_SS056FF4363,,,,,,,,,,,,
CPI_SS0579FA162,,,,,,,,,,,,
CPI_SS0586F2596,,,,,,,,,,,,
CPI_SS059CC19A3,,,,,,,,,,,,
CPI_SS05A26A1DE,,,,,,,,,,,,
CPI_SS05A94DE17,,,,,,,,,,,,
CPI_SS05B4EB419,,,,,,,,,,,,
CPI_SS05B7D3407,,,,,,,,,,,,
CPI_SS05CE87F88,,,,,,,,,,,,
CPI_SS05D7900BF,,,,,,,,,,,,
CPI_SS05E4B1EBC,,,,,,,,,,,,
CPI_SS05E63FBEC,,,,,,,,,,,,
CPI_SS05E6D620E,,,,,,,,,,,,
CPI_SS05FEE05CB,,,,,,,,,,,,
CPI_SS0607D1101,,,,,,,,,,,,
CPI_SS060B82BBC,,,,,,,,,,,,
CPI_SS061A7E099,,,,,,,,,,,,
CPI_SS06207F70E,,,,,,,,,,,,
CPI_SS062307CFE,,,,,,,,,,,,
CPI_SS0659DBE72,,,,,,,,,,,,
CPI_SS066FBE098,,,,,,,,,,,,
CPI_SS066FE05CA,,,,,,,,,,,,
CPI_SS067BA9202,,,,,,,,,,,,
CPI_SS0698C4DC4,,,,,,,,,,,,
CPI_SS06AA638A8,,,,,,,,,,,,
CPI_SS06ABF2F5A,,,,,,,,,,,,
CPI_SS06B0861F1,,,,,,,,,,,,
CPI_SS06BC4D123,,,,,,,,,,,,
CPI_SS06C0074BD,,,,,,,,,,,,
CPI_SS06CBC985C,,,,,,,,,,,,
CPI_SS06D13FCD3,,,,,,,,,,,,
CPI_SS06F83AE58,,,,,,,,,,,,
CPI_SS07327E587,,,,,,,,,,,,
CPI_SS073811AB3,,,,,,,,,,,,
CPI_SS073C1B796,,,,,,,,,,,,
CPI_SS074CF011C,,,,,,,,,,,,
CPI_SS0755A26DD,,,,,,,,,,,,
CPI_SS0762B455F,,,,,,,,,,,,
CPI_SS076FEB261,,,,,,,,,,,,
CPI_SS077D7365D,,,,,,,,,,,,
CPI_SS079728E8B,,,,,,,,,,,,
CPI_SS079EF5D9C,,,,,,,,,,,,
CPI_SS07AB1C381,,,,,,,,,,,,
CPI_SS07BECB892,,,,,,,,,,,,
CPI_SS07CA5A6F1,,,,,,,,,,,,
CPI_SS07D9A48A2,,,,,,,,,,,,
CPI_SS07F015051,,,,,,,,,,,,
CPI_SS07F042076,,,,,,,,,,,,
CPI_SS07F60834D,,,,,,,,,,,,
CPI_SS080683E15,,,,,,,,,,,,
CPI_SS08083B141,,,,,,,,,,,,
CPI_SS08102DC9E,,,,,,,,,,,,
CPI_SS0815A0EE0,,,,,,,,,,,,
CPI_SS0817CE2B3,,,,,,,,,,,,
CPI_SS081AD39D7,,,,,,,,,,,,
CPI_SS0822AEF5F,,,,,,,,,,,,
CPI_SS082ABF1EA,,,,,,,,,,,,
CPI_SS0830C7910,,,,,,,,,,,,
CPI_SS083296041,,,,,,,,,,,,
CPI_SS08376F0E6,,,,,,,,,,,,
CPI_SS0837E9F59,,,,,,,,,,,,
CPI_SS083B5EBAB,,,,,,,,,,,,
CPI_SS084BE3E4B,,,,,,,,,,,,
CPI_SS0855C0353,,,,,,,,,,,,
CPI_SS0859C173B,,,,,,,,,,,,
CPI_SS085EE60B1,,,,,,,,,,,,
CPI_SS0865716E5,,,,,,,,,,,,
CPI_SS086A1C18B,,,,,,,,,,,,
CPI_SS08718E4FB,,,,,,,,,,,,
CPI_SS087321EB5,,,,,,,,,,,,
CPI_SS0879B8E95,,,,,,,,,,,,
CPI_SS087A17AD6,,,,,,,,,,,,
CPI_SS087B53ABF,,,,,,,,,,,,
CPI_SS087BD262F,,,,,,,,,,,,
CPI_SS087E0E3FB,,,,,,,,,,,,
CPI_SS0889E281D,,,,,,,,,,,,
CPI_SS08920B6FF,,,,,,,,,,,,
CPI_SS0898D7F7F,,,,,,,,,,,,
CPI_SS08991B378,,,,,,,,,,,,
CPI_SS08A54963F,,,,,,,,,,,,
CPI_SS08B91FD2A,,,,,,,,,,,,
CPI_SS08B94BEB2,,,,,,,,,,,,
CPI_SS08BFF4F9B,,,,,,,,,,,,
CPI_SS08C3D27F7,,,,,,,,,,,,
CPI_SS08C411721,,,,,,,,,,,,
CPI_SS08D0F9109,,,,,,,,,,,,
CPI_SS08DA48A5A,,,,,,,,,,,,
CPI_SS08E13FAF2,,,,,,,,,,,,
CPI_SS08F13AD5C,,,,,,,,,,,,
CPI_SS08FAC0A55,,,,,,,,,,,,
CPI_SS09000F32A,,,,,,,,,,,,
CPI_SS090FC28E1,,,,,,,,,,,,
CPI_SS0911EECCC,,,,,,,,,,,,
CPI_SS0917CBD53,,,,,,,,,,,,
CPI_SS09185EA8F,,,,,,,,,,,,
CPI_SS09199F78C,,,,,,,,,,,,
CPI_SS092C1B321,,,,,,,,,,,,
CPI_SS0938C6980,,,,,,,,,,,,
CPI_SS093922D5A,,,,,,,,,,,,
CPI_SS093E05DD4,,,,,,,,,,,,
CPI_SS0947A8549,,,,,,,,,,,,
CPI_SS095DCA7F7,,,,,,,,,,,,
CPI_SS095E52E66,,,,,,,,,,,,
CPI_SS09808DEAE,,,,,,,,,,,,
CPI_SS0987A89AE,,,,,,,,,,,,
CPI_SS098EFF959,,,,,,,,,,,,
CPI_SS099C401F7,,,,,,,,,,,,
CPI_SS09AFCF898,,,,,,,,,,,,
CPI_SS09C06644C,,,,,,,,,,,,
CPI_SS09C4FCB90,,,,,,,,,,,,
CPI_SS09CA492BA,,,,,,,,,,,,
CPI_SS09CCC0451,,,,,,,,,,,,
CPI_SS09D379E5B,,,,,,,,,,,,
CPI_SS09E3F5044,,,,,,,,,,,,
CPI_SS09F973C1A,,,,,,,,,,,,
CPI_SS09FAC4977,,,,,,,,,,,,
CPI_SS0A021DB6E,,,,,,,,,,,,
CPI_SS0A19E9C34,,,,,,,,,,,,
CPI_SS0A28DCA72,,,,,,,,,,,,
CPI_SS0A2949959,,,,,,,,,,,,
CPI_SS0A2D7895C,,,,,,,,,,,,
CPI_SS0A34EE366,,,,,,,,,,,,
CPI_SS0A5B945E3,,,,,,,,,,,,
CPI_SS0A5DF05C0,,,,,,,,,,,,
CPI_SS0A76A8E97,,,,,,,,,,,,
CPI_SS0A8627ED6,,,,,,,,,,,,
CPI_SS0A93C11C8,,,,,,,,,,,,
CPI_SS0A9E884E0,,,,,,,,,,,,
CPI_SS0AB0604B5,,,,,,,,,,,,
CPI_SS0AB21032D,,,,,,,,,,,,
CPI_SS0ABD11350,,,,,,,,,,,,
CPI_SS0AC66088D,,,,,,,,,,,,
CPI_SS0ACD487F0,,,,,,,,,,,,
CPI_SS0AD0ED887,,,,,,,,,,,,
CPI_SS0ADA38C78,,,,,,,,,,,,
CPI_SS0ADA587B4,,,,,,,,,,,,
CPI_SS0AE4CF4E7,,,,,,,,,,,,
CPI_SS0AEC33FF1,,,,,,,,,,,,
CPI_SS0AFE077D8,,,,,,,,,,,,
CPI_SS0B01CF3AB,,,,,,,,,,,,
CPI_SS0B01D306C,,,,,,,,,,,,
CPI_SS0B0AC1603,,,,,,,,,,,,
CPI_SS0B0E09B1C,,,,,,,,,,,,
CPI_SS0B186A32C,,,,,,,,,,,,
CPI_SS0B2979A10,,,,,,,,,,,,
CPI_SS0B337B316,,,,,,,,,,,,
CPI_SS0B34CBA4B,,,,,,,,,,,,
CPI_SS0B3829651,,,,,,,,,,,,
CPI_SS0B537DD3F,,,,,,,,,,,,
CPI_SS0B6643F31,,,,,,,,,,,,
CPI_SS0B6F0C894,,,,,,,,,,,,
CPI_SS0B70EB09E,,,,,,,,,,,,
CPI_SS0B784A03E,,,,,,,,,,,,
CPI_SS0B84DAE3D,,,,,,,,,,,,
CPI_SS0B87FE6E0,,,,,,,,,,,,
CPI_SS0B89DD8C1,,,,,,,,,,,,
CPI_SS0B990492C,,,,,,,,,,,,
CPI_SS0B99F22A2,,,,,,,,,,,,
CPI_SS0B9B3870A,,,,,,,,,,,,
CPI_SS0B9DC75DD,,,,,,,,,,,,
CPI_SS0B9E8C0DE,,,,,,,,,,,,
CPI_SS0BA3A1C3A,,,,,,,,,,,,
CPI_SS0BA601DC4,,,,,,,,,,,,
CPI_SS0BAB460FF,,,,,,,,,,,,
CPI_SS0BD5C2A23,,,,,,,,,,,,
CPI_SS0BDC04683,,,,,,,,,,,,
CPI_SS0BDD10277,,,,,,,,,,,,
CPI_SS0BE8BE8E9,,,,,,,,,,,,
CPI_SS0BEAB521F,,,,,,,,,,,,
CPI_SS0BF9FA3F2,,,,,,,,,,,,
CPI_SS0BFD8E056,,,,,,,,,,,,
CPI_SS0C03F7CDC,,,,,,,,,,,,
CPI_SS0C090A257,,,,,,,,,,,,
CPI_SS0C0A61F92,,,,,,,,,,,,
CPI_SS0C10824C7,,,,,,,,,,,,
CPI_SS0C1F25516,,,,,,,,,,,,
CPI_SS0C2437E0D,,,,,,,,,,,,
CPI_SS0C491A3C1,,,,,,,,,,,,
CPI_SS0C4D54E39,,,,,,,,,,,,
CPI_SS0C4FA643F,,,,,,,,,,,,
CPI_SS0C5E9FBFB,,,,,,,,,,,,
CPI_SS0C62E5DD8,,,,,,,,,,,,
CPI_SS0C6311D2D,,,,,,,,,,,,
CPI_SS0C7915758,,,,,,,,,,,,
CPI_SS0C84DF380,,,,,,,,,,,,
CPI_SS0C875BA24,,,,,,,,,,,,
CPI_SS0C9696AAA,,,,,,,,,,,,
CPI_SS0C98C08DA,,,,,,,,,,,,
CPI_SS0CBA3DA0D,,,,,,,,,,,,
CPI_SS0CBAA9BCC,,,,,,,,,,,,
CPI_SS0CBC7840D,,,,,,,,,,,,
CPI_SS0CC5DCE80,,,,,,,,,,,,
CPI_SS0CC738ABC,,,,,,,,,,,,
CPI_SS0CCCF7C69,,,,,,,,,,,,
CPI_SS0CCD89E02,,,,,,,,,,,,
CPI_SS0CCDBBBC0,,,,,,,,,,,,
CPI_SS0CDAC688B,,,,,,,,,,,,
CPI_SS0CF0E4DE9,,,,,,,,,,,,
CPI_SS0D00AAD2F,,,,,,,,,,,,
CPI_SS0D1D95883,,,,,,,,,,,,
CPI_SS0D22A09AD,,,,,,,,,,,,
CPI_SS0D37C7C70,,,,,,,,,,,,
CPI_SS0D41C7AF5,,,,,,,,,,,,
CPI_SS0D46E2B45,,,,,,,,,,,,
CPI_SS0D4BF6CA3,,,,,,,,,,,,
CPI_SS0D53B88CC,,,,,,,,,,,,
CPI_SS0D5DBB634,,,,,,,,,,,,
CPI_SS0D5E30C6C,,,,,,,,,,,,
CPI_SS0D636A374,,,,,,,,,,,,
CPI_SS0D81D9F5E,,,,,,,,,,,,
CPI_SS0D883FFF1,,,,,,,,,,,,
CPI_SS0D954EA1C,,,,,,,,,,,,
CPI_SS0DA366C78,,,,,,,,,,,,
CPI_SS0DBA4D668,,,,,,,,,,,,
CPI_SS0DBA81CCF,,,,,,,,,,,,
CPI_SS0DBFB8BEA,,,,,,,,,,,,
CPI_SS0DC2DD9D7,,,,,,,,,,,,
CPI_SS0DC4D593E,,,,,,,,,,,,
CPI_SS0DCA69916,,,,,,,,,,,,
CPI_SS0DE0A486F,,,,,,,,,,,,
CPI_SS0DF162C10,,,,,,,,,,,,
CPI_SS0DFA98A14,,,,,,,,,,,,
CPI_SS0DFAF1FE2,,,,,,,,,,,,
CPI_SS0E00478B4,,,,,,,,,,,,
CPI_SS0E063192D,,,,,,,,,,,,
CPI_SS0E0DEA7D5,,,,,,,,,,,,
CPI_SS0E1A8414D,,,,,,,,,,,,
CPI_SS0E23CEB91,,,,,,,,,,,,
CPI_SS0E25CE362,,,,,,,,,,,,
CPI_SS0E2863F09,,,,,,,,,,,,
CPI_SS0E292C126,,,,,,,,,,,,
CPI_SS0E41702C1,,,,,,,,,,,,
CPI_SS0E4B1484B,,,,,,,,,,,,
CPI_SS0E61DB5DF,,,,,,,,,,,,
CPI_SS0E63AB61E,,,,,,,,,,,,
CPI_SS0E7D5974D,,,,,,,,,,,,
CPI_SS0E7EDE823,,,,,,,,,,,,
CPI_SS0E9015902,,,,,,,,,,,,
CPI_SS0E9A581F8,,,,,,,,,,,,
CPI_SS0E9F84F1F,,,,,,,,,,,,
CPI_SS0EA05941A,,,,,,,,,,,,
CPI_SS0EAB03260,,,,,,,,,,,,
CPI_SS0EB5AEC83,,,,,,,,,,,,
CPI_SS0EBA5A4D8,,,,,,,,,,,,
CPI_SS0EBFE1854,,,,,,,,,,,,
CPI_SS0ECD9BB5E,,,,,,,,,,,,
CPI_SS0ED2573CA,,,,,,,,,,,,
CPI_SS0EDD062F7,,,,,,,,,,,,
CPI_SS0EDD4928A,,,,,,,,,,,,
CPI_SS0EF1A7415,,,,,,,,,,,,
CPI_SS0F0D7F25C,,,,,,,,,,,,
CPI_SS0F15C1AB3,,,,,,,,,,,,
CPI_SS0F1A060D4,,,,,,,,,,,,
CPI_SS0F21D6CA0,,,,,,,,,,,,
CPI_SS0F33890C0,,,,,,,,,,,,
CPI_SS0F3A089DE,,,,,,,,,,,,
CPI_SS0F4D30D5A,,,,,,,,,,,,
CPI_SS0F52745F3,,,,,,,,,,,,
CPI_SS0F562FEA5,,,,,,,,,,,,
CPI_SS0F5B6B186,,,,,,,,,,,,
CPI_SS0F6B529A1,,,,,,,,,,,,
CPI_SS0F81DBF22,,,,,,,,,,,,
CPI_SS0F8C2FA91,,,,,,,,,,,,
CPI_SS0F94547B2,,,,,,,,,,,,
